Estado,Año,Código,Dependencia,Aprobado,Devengado,Observaciones
Tamaulipas,2020,CA18,COORD. DE ASESORES DEL EJECUTIVO,26535988.07,22678034.00,x
Tamaulipas,2020,CA19,SECRETARIA DE TURISMO,59723423.67,97733031.00,x
Tamaulipas,2020,CA20,SECRETARIA DE PESCA Y ACUACULTURA,50048993.53,40416876.00,x
Tamaulipas,2020,CA21,TRIBUNAL FISCAL DEL ESTADO,0.00,0.00,x
Tamaulipas,2020,CA15,FISCALÍA GENERAL DE JUSTICIA,0.00,0.00,x
Tamaulipas,2020,CA22,TRIBUNAL DE ARBITRAJE,10851493.58,11616219.00,x
Tamaulipas,2020,CA23,GASTOS GENERALES DE OPERACION,1162705498.25,169727757.00,x
Tamaulipas,2020,CA24,ORGANISMOS PUBLICOS DESCENTRALIZADOS,9323862925.23,13076348288.00,x
Tamaulipas,2020,CA25,"FONDOS, PARTICIPACIONES Y SUBSIDIOS MUNICIPALES",9534238246.18,9684559425.78,x
Tamaulipas,2020,CA26,FIDEICOMISOS,0.00,793560830.00,x
Tamaulipas,2020,CA27,INSTITUTO ELECTORAL DE TAMAULIPAS,298318608.00,286886515.51,x
Tamaulipas,2020,CA28,COMISION ESTATAL DE DERECHOS HUMANOS,48802891.66,35835928.95,x
Tamaulipas,2020,CA29,INST. DE TRANSPARENCIA Y ACCESO A LA INFORM.,18659813.00,18498453.00,x
Tamaulipas,2020,CA30,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,3803745601.00,3639257996.28,x
Tamaulipas,2020,CA31,TRIBUNAL ELECTORAL DEL ESTADO DE TAMAULIPAS,40965166.02,39515215.33,x
Tamaulipas,2020,CA32,TRIBUNAL DE JUSTICIA ADMINISTRATIVA,33076751.87,33035028.83,x
Tamaulipas,2020,CA33,EMPRESAS DE PARTICIPACION ESTATAL MAYORITARIAS,54716539.07,58410974.49,x
Tamaulipas,2020,CATOT,TOTAL DEL GASTO,59513542784.00,64764955177.20,x
Tamaulipas,2021,CA1,HONORABLE CONGRESO DEL ESTADO,293571712.03,309150303.36,x
Tamaulipas,2021,CA2,HONORABLE SUPREMO TRIBUNAL DE JUSTICIA,892703141.76,970551174.53,x
Tamaulipas,2021,CA3,OFICINA DEL C. GOBERNADOR,174947499.44,196277572.00,x
Tamaulipas,2021,CA4,SECRETARIA GENERAL DE GOBIERNO,1770744130.42,170413879.00,x
Tamaulipas,2021,CA5,SECRETARIA DE FINANZAS,4265399748.00,3218738540.00,x
Tamaulipas,2021,CA6,SECRETARIA DE ADMINISTRACION,744503085.00,1356412829.00,x
Tamaulipas,2021,CA7,SECRETARIA DE DESARROLLO ECONOMICO,96852669.00,149526332.00,x
Tamaulipas,2021,CA8,SECRETARIA DEL TRABAJO,155665679.00,156490279.00,x
Tamaulipas,2021,CA9,SECRETARIA DE DESARROLLO RURAL,108453314.68,206786667.00,x
Tamaulipas,2021,CA10,SECRETARIA DE BIENESTAR SOCIAL,500393081.00,1503629321.00,x
Tamaulipas,2021,CA11,SECRETARIA DE EDUCACION,20943362670.00,19503471278.00,x
Tamaulipas,2021,CA12,SEC. DESARROLLO URBANO Y MEDIO AMBIENTE,1002035735.49,116297627.00,x
Tamaulipas,2021,CA13,SECRETARIA DE OBRAS PUBLICAS,2707601237.68,4668460377.00,x
Tamaulipas,2021,CA14,SECRETARIA DE SEGURIDAD PUBLICA,3092579002.15,3647554036.00,x
Tamaulipas,2021,CA15,PROCURADURIA GENERAL DE JUSTICIA,0.00,0.00,x
Tamaulipas,2021,CA16,CONTRALORIA GUBERNAMENTAL,165222909.67,192905246.00,x
Tamaulipas,2021,CA17,COORDINACION DE COMUNICACION SOCIAL,70437655.75,435481210.00,x
Tamaulipas,2021,CA18,COORD. DE ASESORES DEL EJECUTIVO,26535638.71,22292355.00,x
Tamaulipas,2021,CA19,SECRETARIA DE TURISMO,39157470.30,70316834.00,x
Tamaulipas,2021,CA20,SECRETARIA DE PESCA Y ACUACULTURA,35747421.52,38925545.00,x
Tamaulipas,2021,CA21,TRIBUNAL FISCAL DEL ESTADO,0.00,0.00,x
Tamaulipas,2021,CA15,FISCALÍA GENERAL DE JUSTICIA,1353348926.00,1332857224.00,x
Tamaulipas,2021,CA22,TRIBUNAL DE ARBITRAJE,10831584.00,13759006.00,x
Tamaulipas,2021,CA23,GASTOS GENERALES DE OPERACION,1460657601.00,173646178.00,x
Tamaulipas,2021,CA24,ORGANISMOS PUBLICOS DESCENTRALIZADOS,9149344694.00,13087410296.00,x
Tamaulipas,2021,CA25,"FONDOS, PARTICIPACIONES Y SUBSIDIOS MUNICIPALES",9535806311.00,9490530848.00,x
Tamaulipas,2021,CA26,FIDEICOMISOS,335356968.00,547896153.00,x
Tamaulipas,2021,CA27,INSTITUTO ELECTORAL DE TAMAULIPAS,539693689.00,538393622.00,x
Tamaulipas,2021,CA28,COMISION ESTATAL DE DERECHOS HUMANOS,34269526.00,35935348.00,x
Tamaulipas,2021,CA29,INST. DE TRANSPARENCIA Y ACCESO A LA INFORM.,18951983.00,19244106.00,x
Tamaulipas,2021,CA30,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,3928376567.00,3659602683.00,x
Tamaulipas,2021,CA31,TRIBUNAL ELECTORAL DEL ESTADO DE TAMAULIPAS,42869541.00,41601331.00,x
Tamaulipas,2021,CA32,TRIBUNAL DE JUSTICIA ADMINISTRATIVA,32878624.00,34377386.00,x
Tamaulipas,2021,CA33,EMPRESAS DE PARTICIPACION ESTATAL MAYORITARIAS,51993156.00,50017246.00,x
Tamaulipas,2021,CATOT,TOTAL DEL GASTO,63580292971.60,65958952831.89,x
Tlaxcala,2018,CA1,PODER LEGISLATIVO,241700000.00,300013813.52,x
Tlaxcala,2018,CA2,PODER JUDICIAL,220000000.00,253759092.69,x
Tlaxcala,2018,CA3,UNIVERSIDAD AUTONOMA DE TLAXCALA,100422984.80,797107432.24,x
Tlaxcala,2018,CA4,DESPACHO DEL GOBERNADOR,90617000.00,86617790.57,x
Tlaxcala,2018,CA5,SECRETARÍA DE GOBIERNO,592454000.00,614042430.66,x
Tlaxcala,2018,CA6,OFICIALÍA MAYOR DE GOBIERNO,207796782.31,148978634.15,x
Tlaxcala,2018,CA7,PROCURADURÍA GENERAL DE JUSTICIA,141145169.08,141347441.70,x
Tlaxcala,2018,CA8,SECRETARÍA DE PLANEACIÓN Y FINANZAS,2060045015.58,2064772378.54,x
Tlaxcala,2018,CA9,MUNICIPIOS,3257634072.44,4125152365.88,x
Tlaxcala,2018,CA10,SECRETARÍA DE DESARROLLO ECONÓMICO,46923544.00,86308957.94,x
Tlaxcala,2018,CA11,SECRETARÍA DE TURISMO,32022651.62,63026747.84,x
Tlaxcala,2018,CA12,SECRETARÍA DE INFRAESTRUCTURA,625477272.19,1323049265.82,x
Tlaxcala,2018,CA13,SECRETARÍA DE EDUCACIÓN PÚBLICA,1028775000.00,1096766210.27,x
Tlaxcala,2018,CA14,SECRETARÍA DE MOVILIDAD Y TRANSPORTES,96061445.57,100028936.53,x
Tlaxcala,2018,CA15,O.P.D SALUD DE TLAXCALA,1666879971.00,2160977699.31,x
Tlaxcala,2018,CA16,SECRETARÍA DE LA FUNCIÓN PÚBLICA,29768700.00,33759024.06,x
Tlaxcala,2018,CA17,SECRETARÍA DE FOMENTO AGROPECUARIO,203508200.00,286041789.19,x
Tlaxcala,2018,CA18,SISTEMA ESTATAL DE PROMOCIÓN DEL EMPLEO Y DESARROLLO COMUNITARIO,34942600.00,30627495.05,x
Tlaxcala,2018,CA19,COORDINACIÓN GENERAL DE INFORMACIÓN Y RELACIONES PÚBLICAS,23573179.59,21961712.78,x
Tlaxcala,2018,CA20,SECRETARÍA DE MEDIO AMBIENTE,67405146.58,62738165.33,x
Tlaxcala,2018,CA21,COMISIÓN ESTATAL DE DERECHOS HUMANOS,21366660.40,24334785.15,x
Tlaxcala,2018,CA22,INSTITUTO TLAXCALTECA DE ELECCIONES,75000000.00,114396809.00,x
Tlaxcala,2018,CA23,COORDINACIÓN ESTATAL DE PROTECCIÓN CIVIL,9116000.00,8685149.58,x
Tlaxcala,2018,CA24,CONSEJO ESTATAL DE POBLACIÓN,3395000.00,3395000.00,x
Tlaxcala,2018,CA25,COMISIÓN EJECUTIVA DEL SISTEMA ESTATAL DE SEGURIDAD PÚBLICA,172298648.00,322322288.71,x
Tlaxcala,2018,CA26,INSTITUTO DE CATASTRO,5200672.66,5228274.66,x
Tlaxcala,2018,CA27,FIDEICOMISO DE LA CIUDAD INDUSTRIAL DE XICOHTENCATL,4138000.00,3931100.00,x
Tlaxcala,2018,CA28,FONDO MACRO PARA EL DESARROLLO INTEGRAL DE TLAXCALA,10966400.00,10976668.00,x
Tlaxcala,2018,CA29,COORDINACIÓN DE RADIO CINE Y TELEVISIÓN,27395606.00,24527873.12,x
Tlaxcala,2018,CA30,INSTITUTO TLAXCALTECA DE DESARROLLO TAURINO,2235000.00,2662358.09,x
Tlaxcala,2018,CA31,INSTITUTO TLAXCALTECA DE LA CULTURA,38299678.00,48875742.57,x
Tlaxcala,2018,CA32,INSTITUTO DEL DEPORTE DE TLAXCALA,20301660.00,19672285.55,x
Tlaxcala,2018,CA33,COORDINACIÓN DE SERVICIO SOCIAL DE INSTITUCIONES DE EDUCACIÓN SUPERIOR,1340870.00,1340870.00,x
Tlaxcala,2018,CA34,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE TLAXCALA,156605000.00,435607804.33,x
Tlaxcala,2018,CA35,COLEGIO DE BACHILLERES DEL ESTADO DE TLAXCALA,190209481.00,451256952.72,x
Tlaxcala,2018,CA36,INSTITUTO TLAXCALTECA DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,163712864.94,158588639.97,x
Tlaxcala,2018,CA37,UNIVERSIDAD POLITÉCNICA DE TLAXCALA,47806000.00,49206000.00,x
Tlaxcala,2018,CA38,INSTITUTO TECNOLÓGICO SUPERIOR DE TLAXCO,12591161.00,12520681.43,x
Tlaxcala,2018,CA39,UNIVERSIDAD TECNOLÓGICA DE TLAXCALA,34100000.00,38102335.62,x
Tlaxcala,2018,CA40,INSTITUTO TLAXCALTECA PARA LA EDUCACIÓN DE LOS ADULTOS,54117126.00,71845475.53,x
Tlaxcala,2018,CA41,CENTRO DE EDUCACIÓN CONTINUA Y A DISTANCIA,8639000.00,6707153.25,x
Tlaxcala,2018,CA42,EL COLEGIO DE TLAXCALA A.C.,15187660.00,13723795.72,x
Tlaxcala,2018,CA43,INSTITUTO ESTATAL DE LA MUJER,6195969.37,19370644.68,x
Tlaxcala,2018,CA44,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,183213384.00,196003169.45,x
Tlaxcala,2018,CA45,INSTITUTO TLAXCALTECA PARA PERSONAS CON DISCAPACIDAD,8343672.84,8344372.46,x
Tlaxcala,2018,CA46,INSTITUTO TLAXCALTECA DE ASISTENCIA ESPECIALIZADA A LA SALUD,28812600.00,28412840.48,x
Tlaxcala,2018,CA47,COMISIÓN ESTATAL DE ARBITRAJE MÉDICO,2409908.00,2355786.15,x
Tlaxcala,2018,CA48,COMISIÓN EJECUTIVA DE ATENCIÓN A VICTIMAS Y OFENDIDOS,2972300.00,2972300.00,x
Tlaxcala,2018,CA49,INSTITUTO TLAXCALTECA DE LA JUVENTUD,8285000.00,9455762.00,x
Tlaxcala,2018,CA50,INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE TLAXCALA,30409000.00,73996249.68,x
Tlaxcala,2018,CA51,UNIDAD DE SERVICIOS EDUCATIVOS DE TLAXCALA,5484178285.00,5863941963.90,x
Tlaxcala,2018,CA52,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE TLAXCALA,56594679.00,58675259.93,x
Tlaxcala,2018,CA53,INSTITUTO DE ACCESO A LA INFORMACIÓN PÚBLICA Y PROTECCIÓN DE DATOS PERSONALES PARA EL ESTADO DE TLAXCALA,12890000.00,13728121.00,x
Tlaxcala,2018,CA54,TRIBUNAL DE CONCILIACIÓN Y ARBITRAJE DEL ESTADO,11560804.58,13159852.58,x
Tlaxcala,2018,CA55,INSTITUTO INMOBILIARIO DE DESARROLLO URBANO Y VIVIENDA DEL ESTADO DE TLAXCALA,21196000.00,42145722.53,x
Tlaxcala,2018,CA56,SECRETARIA DE SEGURIDAD CIUDADANA,0.00,0.00,x
Tlaxcala,2018,CA57,COMISIÓN ESTATAL DE AGUA DE TLAXCALA,23800000.00,16300085.00,x
Tlaxcala,2018,CA58,CENTRO DE SERVICIOS INTEGRALES PARA EL TRATAMIENTO DE AGUAS RESIDUALES DEL ESTADO DE TLAXCALA,46150521.00,50718815.02,x
Tlaxcala,2018,CA59,UNIVERSIDAD POLITÉCNICA DE TLAXCALA REGIÓN PONIENTE,9650138.00,12027048.53,x
Tlaxcala,2018,CA60,RÉGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD EN TLAXCALA,315909000.00,1058572356.22,x
Tlaxcala,2018,CA61,TRIBUNAL ELECTORAL DE TLAXCALA,20760299.00,28750932.24,x
Tlaxcala,2018,CA62,CASA DE LAS ARTESANIAS DE TLAXCALA,10974000.00,10367870.02,x
Tlaxcala,2018,CA63,SECRETARÍA DE POLÍTICAS PÚBLICAS Y PARTICIPACIÓN CIUDADANA,10223470.86,14794630.83,x
Tlaxcala,2018,CA64,COORDINACIÓN GENERAL DE PLANEACIÓN E INVERSIÓN,0.00,0.00,x
Tlaxcala,2018,CA65,SECRETARIA EJECUTIVA DEL SISTEMA ANTICORRUPCION DEL ESTADO DE TLAXCALA,0.00,0.00,x
Tlaxcala,2018,CA66,CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE TLAXCALA,0.00,0.00,x
Tlaxcala,2018,CATOT,TOTAL DEL GASTO,18135704254.41,23149079209.77,x
Tlaxcala,2019,CA1,PODER LEGISLATIVO,307504800.00,366350449.16,x
Tlaxcala,2019,CA2,PODER JUDICIAL,294954131.58,357630350.87,x
Tlaxcala,2019,CA3,UNIVERSIDAD AUTONOMA DE TLAXCALA,103422984.80,825812261.28,x
Tlaxcala,2019,CA4,DESPACHO DEL GOBERNADOR,80586408.85,83556712.02,x
Tlaxcala,2019,CA5,SECRETARÍA DE GOBIERNO,682223149.45,373496231.19,x
Tlaxcala,2019,CA6,OFICIALÍA MAYOR DE GOBIERNO,173340680.00,202453354.82,x
Tlaxcala,2019,CA7,PROCURADURÍA GENERAL DE JUSTICIA,161338071.72,180917255.89,x
Tlaxcala,2019,CA8,SECRETARÍA DE PLANEACIÓN Y FINANZAS,1710610936.30,1586589580.85,x
Tlaxcala,2019,CA9,MUNICIPIOS,3320166077.27,4312867566.83,x
Tlaxcala,2019,CA10,SECRETARÍA DE DESARROLLO ECONÓMICO,48215394.00,34862834.06,x
Tlaxcala,2019,CA11,SECRETARÍA DE TURISMO,34071668.62,34584381.77,x
Tlaxcala,2019,CA12,SECRETARÍA DE INFRAESTRUCTURA,638699825.68,999073049.59,x
Tlaxcala,2019,CA13,SECRETARÍA DE EDUCACIÓN PÚBLICA,1042403112.50,927254432.89,x
Tlaxcala,2019,CA14,SECRETARÍA DE MOVILIDAD Y TRANSPORTES,99798718.00,91255422.45,x
Tlaxcala,2019,CA15,O.P.D SALUD DE TLAXCALA,1912819260.13,2357330960.15,x
Tlaxcala,2019,CA16,SECRETARÍA DE LA FUNCIÓN PÚBLICA,31171903.70,40619240.07,x
Tlaxcala,2019,CA17,SECRETARÍA DE FOMENTO AGROPECUARIO,204374335.00,205255067.15,x
Tlaxcala,2019,CA18,SISTEMA ESTATAL DE PROMOCIÓN DEL EMPLEO Y DESARROLLO COMUNITARIO,37558515.00,31629415.96,x
Tlaxcala,2019,CA19,COORDINACIÓN GENERAL DE INFORMACIÓN Y RELACIONES PÚBLICAS,25653209.00,22402564.17,x
Tlaxcala,2019,CA20,SECRETARÍA DE MEDIO AMBIENTE,70248354.00,66867904.99,x
Tlaxcala,2019,CA21,COMISIÓN ESTATAL DE DERECHOS HUMANOS,21866660.40,22957356.07,x
Tlaxcala,2019,CA22,INSTITUTO TLAXCALTECA DE ELECCIONES,80000000.00,84582685.00,x
Tlaxcala,2019,CA23,COORDINACIÓN ESTATAL DE PROTECCIÓN CIVIL,9740072.17,8977354.94,x
Tlaxcala,2019,CA24,CONSEJO ESTATAL DE POBLACIÓN,3545000.00,3545000.00,x
Tlaxcala,2019,CA25,COMISIÓN EJECUTIVA DEL SISTEMA ESTATAL DE SEGURIDAD PÚBLICA,179600764.87,299436477.75,x
Tlaxcala,2019,CA26,INSTITUTO DE CATASTRO,5578794.00,5656386.87,x
Tlaxcala,2019,CA27,FIDEICOMISO DE LA CIUDAD INDUSTRIAL DE XICOHTENCATL,4138000.00,3931100.00,x
Tlaxcala,2019,CA28,FONDO MACRO PARA EL DESARROLLO INTEGRAL DE TLAXCALA,11462870.00,11520748.26,x
Tlaxcala,2019,CA29,COORDINACIÓN DE RADIO CINE Y TELEVISIÓN,28740682.00,25952926.61,x
Tlaxcala,2019,CA30,INSTITUTO TLAXCALTECA DE DESARROLLO TAURINO,2313668.91,3253243.67,x
Tlaxcala,2019,CA31,INSTITUTO TLAXCALTECA DE LA CULTURA,38483851.00,50480012.55,x
Tlaxcala,2019,CA32,INSTITUTO DEL DEPORTE DE TLAXCALA,20705666.56,27921031.98,x
Tlaxcala,2019,CA33,COORDINACIÓN DE SERVICIO SOCIAL DE INSTITUCIONES DE EDUCACIÓN SUPERIOR,1340870.00,1340870.00,x
Tlaxcala,2019,CA34,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE TLAXCALA,217131015.41,514430368.38,x
Tlaxcala,2019,CA35,COLEGIO DE BACHILLERES DEL ESTADO DE TLAXCALA,249793721.68,507491724.27,x
Tlaxcala,2019,CA36,INSTITUTO TLAXCALTECA DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,197898577.42,232969997.57,x
Tlaxcala,2019,CA37,UNIVERSIDAD POLITÉCNICA DE TLAXCALA,52306000.00,72507014.53,x
Tlaxcala,2019,CA38,INSTITUTO TECNOLÓGICO SUPERIOR DE TLAXCO,11127510.95,12257516.19,x
Tlaxcala,2019,CA39,UNIVERSIDAD TECNOLÓGICA DE TLAXCALA,36054000.00,71514337.95,x
Tlaxcala,2019,CA40,INSTITUTO TLAXCALTECA PARA LA EDUCACIÓN DE LOS ADULTOS,55405983.78,66181056.49,x
Tlaxcala,2019,CA41,CENTRO DE EDUCACIÓN CONTINUA Y A DISTANCIA,8660100.00,7602167.03,x
Tlaxcala,2019,CA42,EL COLEGIO DE TLAXCALA A.C.,15607698.80,17159906.86,x
Tlaxcala,2019,CA43,INSTITUTO ESTATAL DE LA MUJER,11388966.00,28736050.72,x
Tlaxcala,2019,CA44,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,194689398.75,217478054.16,x
Tlaxcala,2019,CA45,INSTITUTO TLAXCALTECA PARA PERSONAS CON DISCAPACIDAD,8708142.00,9708142.00,x
Tlaxcala,2019,CA46,INSTITUTO TLAXCALTECA DE ASISTENCIA ESPECIALIZADA A LA SALUD,29809800.00,29945332.50,x
Tlaxcala,2019,CA47,COMISIÓN ESTATAL DE ARBITRAJE MÉDICO,2548668.00,2481951.59,x
Tlaxcala,2019,CA48,COMISIÓN EJECUTIVA DE ATENCIÓN A VICTIMAS Y OFENDIDOS,3052300.00,3052300.00,x
Tlaxcala,2019,CA49,INSTITUTO TLAXCALTECA DE LA JUVENTUD,8494351.56,8114633.98,x
Tlaxcala,2019,CA50,INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE TLAXCALA,30909000.00,76594856.05,x
Tlaxcala,2019,CA51,UNIDAD DE SERVICIOS EDUCATIVOS DE TLAXCALA,5644677003.55,5944308046.13,x
Tlaxcala,2019,CA52,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE TLAXCALA,58618028.02,60259224.41,x
Tlaxcala,2019,CA53,INSTITUTO DE ACCESO A LA INFORMACIÓN PÚBLICA Y PROTECCIÓN DE DATOS PERSONALES PARA EL ESTADO DE TLAXCALA,13247826.10,13607085.10,x
Tlaxcala,2019,CA54,TRIBUNAL DE CONCILIACIÓN Y ARBITRAJE DEL ESTADO,13528325.40,15381453.40,x
Tlaxcala,2019,CA55,INSTITUTO INMOBILIARIO DE DESARROLLO URBANO Y VIVIENDA DEL ESTADO DE TLAXCALA,21404948.00,42855879.00,x
Tlaxcala,2019,CA56,SECRETARIA DE SEGURIDAD CIUDADANA,0.00,359691438.27,x
Tlaxcala,2019,CA57,COMISIÓN ESTATAL DE AGUA DE TLAXCALA,15100000.00,16645500.00,x
Tlaxcala,2019,CA58,CENTRO DE SERVICIOS INTEGRALES PARA EL TRATAMIENTO DE AGUAS RESIDUALES DEL ESTADO DE TLAXCALA,47088305.73,49097732.45,x
Tlaxcala,2019,CA59,UNIVERSIDAD POLITÉCNICA DE TLAXCALA REGIÓN PONIENTE,7810000.00,16846322.92,x
Tlaxcala,2019,CA60,RÉGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD EN TLAXCALA,315909000.00,1117064782.04,x
Tlaxcala,2019,CA61,TRIBUNAL ELECTORAL DE TLAXCALA,25290600.00,29850588.00,x
Tlaxcala,2019,CA62,CASA DE LAS ARTESANIAS DE TLAXCALA,11136352.43,9942350.00,x
Tlaxcala,2019,CA63,SECRETARÍA DE POLÍTICAS PÚBLICAS Y PARTICIPACIÓN CIUDADANA,11035529.82,9391770.93,x
Tlaxcala,2019,CA64,COORDINACIÓN GENERAL DE PLANEACIÓN E INVERSIÓN,0.00,0.00,x
Tlaxcala,2019,CA65,SECRETARIA EJECUTIVA DEL SISTEMA ANTICORRUPCION DEL ESTADO DE TLAXCALA,0.00,8928359.73,x
Tlaxcala,2019,CA66,CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE TLAXCALA,0.00,0.00,x
Tlaxcala,2019,CATOT,TOTAL DEL GASTO,18705109588.91,23222460172.51,x
Tlaxcala,2020,CA1,PODER LEGISLATIVO,328694985.00,354851879.44,x
Tlaxcala,2020,CA2,PODER JUDICIAL,368080000.00,412622417.01,x
Tlaxcala,2020,CA3,UNIVERSIDAD AUTONOMA DE TLAXCALA,107453569.86,851028276.55,x
Tlaxcala,2020,CA4,DESPACHO DEL GOBERNADOR,97821062.67,78586708.44,x
Tlaxcala,2020,CA5,SECRETARÍA DE GOBIERNO,117204557.00,144849644.17,x
Tlaxcala,2020,CA6,OFICIALÍA MAYOR DE GOBIERNO,164143445.17,240967765.80,x
Tlaxcala,2020,CA7,PROCURADURÍA GENERAL DE JUSTICIA,250075050.65,241400885.81,x
Tlaxcala,2020,CA8,SECRETARÍA DE PLANEACIÓN Y FINANZAS,2452486748.99,743952345.19,x
Tlaxcala,2020,CA9,MUNICIPIOS,3747651920.90,4583889589.25,x
Tlaxcala,2020,CA10,SECRETARÍA DE DESARROLLO ECONÓMICO,49762962.47,35954277.14,x
Tlaxcala,2020,CA11,SECRETARÍA DE TURISMO,37883672.16,27314556.36,x
Tlaxcala,2020,CA12,SECRETARÍA DE INFRAESTRUCTURA,759514518.78,792737931.54,x
Tlaxcala,2020,CA13,SECRETARÍA DE EDUCACIÓN PÚBLICA,1089282312.50,970291818.99,x
Tlaxcala,2020,CA14,SECRETARÍA DE MOVILIDAD Y TRANSPORTES,103655066.00,84579438.00,x
Tlaxcala,2020,CA15,O.P.D SALUD DE TLAXCALA,2059977361.48,4085282820.45,x
Tlaxcala,2020,CA16,SECRETARÍA DE LA FUNCIÓN PÚBLICA,33230113.08,34813500.35,x
Tlaxcala,2020,CA17,SECRETARÍA DE FOMENTO AGROPECUARIO,212574759.68,181154116.93,x
Tlaxcala,2020,CA18,SISTEMA ESTATAL DE PROMOCIÓN DEL EMPLEO Y DESARROLLO COMUNITARIO,39222269.00,31898505.19,x
Tlaxcala,2020,CA19,COORDINACIÓN GENERAL DE INFORMACIÓN Y RELACIONES PÚBLICAS,27349304.21,23483404.80,x
Tlaxcala,2020,CA20,SECRETARÍA DE MEDIO AMBIENTE,73712188.10,68891188.83,x
Tlaxcala,2020,CA21,COMISIÓN ESTATAL DE DERECHOS HUMANOS,22487162.71,22487162.71,x
Tlaxcala,2020,CA22,INSTITUTO TLAXCALTECA DE ELECCIONES,83042151.03,86191686.03,x
Tlaxcala,2020,CA23,COORDINACIÓN ESTATAL DE PROTECCIÓN CIVIL,10111244.98,8079053.03,x
Tlaxcala,2020,CA24,CONSEJO ESTATAL DE POBLACIÓN,3801467.00,3801467.00,x
Tlaxcala,2020,CA25,COMISIÓN EJECUTIVA DEL SISTEMA ESTATAL DE SEGURIDAD PÚBLICA,221548337.00,224169735.95,x
Tlaxcala,2020,CA26,INSTITUTO DE CATASTRO,6194012.00,6188116.00,x
Tlaxcala,2020,CA27,FIDEICOMISO DE LA CIUDAD INDUSTRIAL DE XICOHTENCATL,4138000.00,23931100.00,x
Tlaxcala,2020,CA28,FONDO MACRO PARA EL DESARROLLO INTEGRAL DE TLAXCALA,12111454.00,31505881.30,x
Tlaxcala,2020,CA29,COORDINACIÓN DE RADIO CINE Y TELEVISIÓN,29369792.30,27151461.93,x
Tlaxcala,2020,CA30,INSTITUTO TLAXCALTECA DE DESARROLLO TAURINO,1313668.91,2135299.88,x
Tlaxcala,2020,CA31,INSTITUTO TLAXCALTECA DE LA CULTURA,42789220.98,50466333.21,x
Tlaxcala,2020,CA32,INSTITUTO DEL DEPORTE DE TLAXCALA,21828419.56,32409451.08,x
Tlaxcala,2020,CA33,COORDINACIÓN DE SERVICIO SOCIAL DE INSTITUCIONES DE EDUCACIÓN SUPERIOR,1503237.00,1428075.00,x
Tlaxcala,2020,CA34,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE TLAXCALA,249602298.45,541137187.31,x
Tlaxcala,2020,CA35,COLEGIO DE BACHILLERES DEL ESTADO DE TLAXCALA,288924202.68,517783260.10,x
Tlaxcala,2020,CA36,INSTITUTO TLAXCALTECA DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA,212434504.01,172505948.90,x
Tlaxcala,2020,CA37,UNIVERSIDAD POLITÉCNICA DE TLAXCALA,68324407.00,95918098.82,x
Tlaxcala,2020,CA38,INSTITUTO TECNOLÓGICO SUPERIOR DE TLAXCO,14745239.65,15299335.02,x
Tlaxcala,2020,CA39,UNIVERSIDAD TECNOLÓGICA DE TLAXCALA,40000000.00,80805473.58,x
Tlaxcala,2020,CA40,INSTITUTO TLAXCALTECA PARA LA EDUCACIÓN DE LOS ADULTOS,61398281.80,69846272.85,x
Tlaxcala,2020,CA41,CENTRO DE EDUCACIÓN CONTINUA Y A DISTANCIA,9299900.00,7191365.59,x
Tlaxcala,2020,CA42,EL COLEGIO DE TLAXCALA A.C.,16378546.62,19514056.28,x
Tlaxcala,2020,CA43,INSTITUTO ESTATAL DE LA MUJER,12200895.00,23483486.42,x
Tlaxcala,2020,CA44,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,229872963.45,263423094.82,x
Tlaxcala,2020,CA45,INSTITUTO TLAXCALTECA PARA PERSONAS CON DISCAPACIDAD,9109558.69,12654080.76,x
Tlaxcala,2020,CA46,INSTITUTO TLAXCALTECA DE ASISTENCIA ESPECIALIZADA A LA SALUD,32611042.76,30106610.86,x
Tlaxcala,2020,CA47,COMISIÓN ESTATAL DE ARBITRAJE MÉDICO,2716562.09,2271609.28,x
