Municipio,Año,Código,Concepto,Aprobado,Devengado, 
Nezahualcoyotl,2018,COG51,Mobiliario y Equipo de Administración,2606410.63,3665534.76,
Nezahualcoyotl,2018,COG52,Mobiliario y Equipo Educacional y Recreativo,164219.93,20000.00,
Nezahualcoyotl,2018,COG53,Equipo e Instrumental Médico y de Laboratorio,1350000.00,0.00,
Nezahualcoyotl,2018,COG54,Vehículos y Equipo de Transporte,187148073.86,16471667.36,
Nezahualcoyotl,2018,COG55,Equipo de Defensa y Seguridad,0.00,0.00,
Nezahualcoyotl,2018,COG56,"Maquinaria, Otros Equipos y Herramientas",1830369.44,793232.36,
Nezahualcoyotl,2018,COG57,Activos Biológicos,0.00,0.00,
Nezahualcoyotl,2018,COG58,Bienes Inmuebles,0.00,0.00,
Nezahualcoyotl,2018,COG59,Activos Intangibles,0.00,0.00,
Nezahualcoyotl,2018,COG06,Inversión Pública                  ,1227287000.00,958649283.69,
Nezahualcoyotl,2018,COG61,Obra Pública en Bienes de Dominio Público,1227287000.00,958649283.69,
Nezahualcoyotl,2018,COG62,Obra Pública en Bienes Propios,0.00,0.00,
Nezahualcoyotl,2018,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Nezahualcoyotl,2018,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Nezahualcoyotl,2018,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Nezahualcoyotl,2018,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Nezahualcoyotl,2018,COG73,Compra de Títulos y Valores,0.00,0.00,
Nezahualcoyotl,2018,COG74,Concesión de Préstamos,0.00,0.00,
Nezahualcoyotl,2018,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Nezahualcoyotl,2018,COG76,Otras Inversiones Financieras,0.00,0.00,
Nezahualcoyotl,2018,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Nezahualcoyotl,2018,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Nezahualcoyotl,2018,COG81,Participaciones,0.00,0.00,
Nezahualcoyotl,2018,COG82,Aportaciones,0.00,0.00,
Nezahualcoyotl,2018,COG83,Convenios,0.00,0.00,
Nezahualcoyotl,2018,COG09,Deuda Pública                      ,567050926.14,264719663.19,
Nezahualcoyotl,2018,COG91,Amortización de la Deuda Pública,362604885.49,34396181.10,
Nezahualcoyotl,2018,COG92,Intereses de la Deuda Pública,26855000.06,27883416.66,
Nezahualcoyotl,2018,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Nezahualcoyotl,2018,COG94,Gastos de la Deuda Pública,0.00,0.00,
Nezahualcoyotl,2018,COG95,Costo por Coberturas,0.00,0.00,
Nezahualcoyotl,2018,COG96,Apoyos Financieros,0.00,0.00,
Nezahualcoyotl,2018,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,177591040.59,202440065.43,
Nezahualcoyotl,2018,COGTOT,Total del Gasto,4755779000.00,3980764139.82,
Oaxaca de Juarez,2018,COG01, Servicios Personales               ,762460244.33,1027606179.21,
Oaxaca de Juarez,2018,COG11,Remuneraciones al Personal  de Carácter Permanente,287957404.44,283412758.77,
Oaxaca de Juarez,2018,COG12,Remuneraciones al Personal  de Carácter Transitorio,36679823.10,80927054.53,
Oaxaca de Juarez,2018,COG13,Remuneraciones Adicionales y Especiales,253000485.01,407190232.52,
Oaxaca de Juarez,2018,COG14,Seguridad Social,41133735.60,87249664.05,
Oaxaca de Juarez,2018,COG15,Otras Prestaciones Sociales y Económicas,135563726.38,168820469.34,
Oaxaca de Juarez,2018,COG16,Previsiones,0.00,0.00,
Oaxaca de Juarez,2018,COG17,Pago de Estímulos a Servidores Públicos,8125069.80,6000.00,
Oaxaca de Juarez,2018,COG02,Materiales y Suministros           ,50400113.75,102217869.23,
Oaxaca de Juarez,2018,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",8868053.45,14876496.38,
Oaxaca de Juarez,2018,COG22,Alimentos y Utensilios,2526038.95,2734472.94,
Oaxaca de Juarez,2018,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,0.00,
Oaxaca de Juarez,2018,COG24,Materiales y Artículos de Construcción y Reparación,1933618.73,10015262.28,
Oaxaca de Juarez,2018,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",1162618.00,482241.58,
Oaxaca de Juarez,2018,COG26,"Combustibles, Lubricantes y Aditivos",22724721.53,46030407.71,
Oaxaca de Juarez,2018,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",12063863.96,21987763.81,
Oaxaca de Juarez,2018,COG28,Materiales y Suministros para Seguridad,0.00,202018.87,
Oaxaca de Juarez,2018,COG29,"Herramientas, Refacciones y Accesorios Menores",1121199.13,5889205.66,
Oaxaca de Juarez,2018,COG03,Servicios Generales                ,108458737.11,204209070.18,
Oaxaca de Juarez,2018,COG31,Servicios Básicos,32062313.32,49189207.41,
Oaxaca de Juarez,2018,COG32,Servicios de Arrendamiento,19437522.26,22365947.30,
Oaxaca de Juarez,2018,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",5384476.32,27497834.07,
Oaxaca de Juarez,2018,COG34,"Servicios Financieros, Bancarios y Comerciales",11137595.60,13972953.79,
Oaxaca de Juarez,2018,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",5356413.33,22227941.89,
Oaxaca de Juarez,2018,COG36,Servicios de Comunicación Social y Publicidad,9500000.01,12999943.48,
Oaxaca de Juarez,2018,COG37,Servicios de Traslados y Viáticos,2564429.11,2290465.95,
Oaxaca de Juarez,2018,COG38,Servicios Oficiales,7475079.92,15955775.33,
Oaxaca de Juarez,2018,COG39,Otros Servicios Generales,15540907.24,37709000.96,
Oaxaca de Juarez,2018,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",17835738.58,24364758.95,
Oaxaca de Juarez,2018,COG41,Transferencias Internas y Asignaciones del Sector Público,17835738.58,16948229.27,
Oaxaca de Juarez,2018,COG42,Transferencias al Resto del Sector Público,0.00,2199108.76,
Oaxaca de Juarez,2018,COG43,Subsidios y Subvenciones,0.00,0.00,
Oaxaca de Juarez,2018,COG44,Ayudas Sociales,0.00,4817420.92,
Oaxaca de Juarez,2018,COG45,Pensiones y Jubilaciones,0.00,0.00,
Oaxaca de Juarez,2018,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Oaxaca de Juarez,2018,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Oaxaca de Juarez,2018,COG48,Donativos,0.00,0.00,
Oaxaca de Juarez,2018,COG49,Transferencias al Exterior,0.00,400000.00,
Oaxaca de Juarez,2018,COG05,"Bienes Muebles, Inmuebles e Intangibles",15000000.00,4309621.28,
Oaxaca de Juarez,2018,COG51,Mobiliario y Equipo de Administración,0.00,1272488.72,
Oaxaca de Juarez,2018,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,17145.60,
Oaxaca de Juarez,2018,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,0.00,
Oaxaca de Juarez,2018,COG54,Vehículos y Equipo de Transporte,0.00,362866.00,
Oaxaca de Juarez,2018,COG55,Equipo de Defensa y Seguridad,15000000.00,0.00,
Oaxaca de Juarez,2018,COG56,"Maquinaria, Otros Equipos y Herramientas",0.00,1057120.96,
Oaxaca de Juarez,2018,COG57,Activos Biológicos,0.00,0.00,
Oaxaca de Juarez,2018,COG58,Bienes Inmuebles,0.00,1600000.00,
Oaxaca de Juarez,2018,COG59,Activos Intangibles,0.00,0.00,
Oaxaca de Juarez,2018,COG06,Inversión Pública                  ,123865343.68,275889841.26,
Oaxaca de Juarez,2018,COG61,Obra Pública en Bienes de Dominio Público,123865343.68,264331667.16,
Oaxaca de Juarez,2018,COG62,Obra Pública en Bienes Propios,0.00,11558174.10,
Oaxaca de Juarez,2018,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Oaxaca de Juarez,2018,COG07,Inversiones Financieras y Otras Provisiones,2.00,0.00,
Oaxaca de Juarez,2018,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Oaxaca de Juarez,2018,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Oaxaca de Juarez,2018,COG73,Compra de Títulos y Valores,0.00,0.00,
Oaxaca de Juarez,2018,COG74,Concesión de Préstamos,0.00,0.00,
Oaxaca de Juarez,2018,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Oaxaca de Juarez,2018,COG76,Otras Inversiones Financieras,0.00,0.00,
Oaxaca de Juarez,2018,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,2.00,0.00,
Oaxaca de Juarez,2018,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Oaxaca de Juarez,2018,COG81,Participaciones,0.00,0.00,
Oaxaca de Juarez,2018,COG82,Aportaciones,0.00,0.00,
Oaxaca de Juarez,2018,COG83,Convenios,0.00,0.00,
Oaxaca de Juarez,2018,COG09,Deuda Pública                      ,116140207.69,134212288.47,
Oaxaca de Juarez,2018,COG91,Amortización de la Deuda Pública,63860182.90,109276002.96,
Oaxaca de Juarez,2018,COG92,Intereses de la Deuda Pública,1769272.91,2488717.93,
Oaxaca de Juarez,2018,COG93,Comisiones de la Deuda Pública,0.00,562427.08,
Oaxaca de Juarez,2018,COG94,Gastos de la Deuda Pública,0.00,0.00,
Oaxaca de Juarez,2018,COG95,Costo por Coberturas,0.00,0.00,
Oaxaca de Juarez,2018,COG96,Apoyos Financieros,0.00,0.00,
Oaxaca de Juarez,2018,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,50510751.88,21885140.50,
Oaxaca de Juarez,2018,COGTOT,Total del Gasto,1194160387.14,1772809628.58,
Othon P. Blanco,2018,COG01, Servicios Personales               ,389321045.00,411845460.08,
Othon P. Blanco,2018,COG11,Remuneraciones al Personal  de Carácter Permanente,108200000.00,112475897.91,
Othon P. Blanco,2018,COG12,Remuneraciones al Personal  de Carácter Transitorio,12000000.00,8394350.44,
Othon P. Blanco,2018,COG13,Remuneraciones Adicionales y Especiales,105766000.00,123632615.66,
Othon P. Blanco,2018,COG14,Seguridad Social,32770000.00,31697022.91,
Othon P. Blanco,2018,COG15,Otras Prestaciones Sociales y Económicas,46316300.00,58280722.54,
Othon P. Blanco,2018,COG16,Previsiones,78900000.00,0.00,
Othon P. Blanco,2018,COG17,Pago de Estímulos a Servidores Públicos,5368745.00,77364850.62,
Othon P. Blanco,2018,COG02,Materiales y Suministros           ,47370620.26,64355151.26,
Othon P. Blanco,2018,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",3624061.97,5810280.66,
Othon P. Blanco,2018,COG22,Alimentos y Utensilios,651384.75,2221761.79,
Othon P. Blanco,2018,COG23,Materias Primas y Materiales de Producción y Comercialización,36120.02,144400.00,
Othon P. Blanco,2018,COG24,Materiales y Artículos de Construcción y Reparación,5398518.73,3672946.39,
Othon P. Blanco,2018,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",235880.82,173503.75,
Othon P. Blanco,2018,COG26,"Combustibles, Lubricantes y Aditivos",31303666.00,44533987.63,
Othon P. Blanco,2018,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",3012286.95,3632123.84,
Othon P. Blanco,2018,COG28,Materiales y Suministros para Seguridad,2760.00,591161.52,
Othon P. Blanco,2018,COG29,"Herramientas, Refacciones y Accesorios Menores",3105941.02,3574985.68,
Othon P. Blanco,2018,COG03,Servicios Generales                ,93945616.67,133800562.13,
Othon P. Blanco,2018,COG31,Servicios Básicos,53838931.29,74755454.97,
Othon P. Blanco,2018,COG32,Servicios de Arrendamiento,5049502.18,8197294.91,
Othon P. Blanco,2018,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",15207203.37,20242243.05,
Othon P. Blanco,2018,COG34,"Servicios Financieros, Bancarios y Comerciales",1304559.57,2841818.15,
Othon P. Blanco,2018,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",1929552.11,1222806.15,
Othon P. Blanco,2018,COG36,Servicios de Comunicación Social y Publicidad,817712.15,1357553.27,
Othon P. Blanco,2018,COG37,Servicios de Traslados y Viáticos,929937.49,1634571.45,
Othon P. Blanco,2018,COG38,Servicios Oficiales,13742331.90,16820547.65,
Othon P. Blanco,2018,COG39,Otros Servicios Generales,1125886.61,6728272.53,
Othon P. Blanco,2018,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",29602219.38,26157118.30,
Othon P. Blanco,2018,COG41,Transferencias Internas y Asignaciones del Sector Público,6811911.18,4108728.96,
Othon P. Blanco,2018,COG42,Transferencias al Resto del Sector Público,3187267.20,2186773.20,
Othon P. Blanco,2018,COG43,Subsidios y Subvenciones,15000000.00,0.00,
Othon P. Blanco,2018,COG44,Ayudas Sociales,4603041.00,19861616.14,
Othon P. Blanco,2018,COG45,Pensiones y Jubilaciones,0.00,0.00,
Othon P. Blanco,2018,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Othon P. Blanco,2018,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Othon P. Blanco,2018,COG48,Donativos,0.00,0.00,
Othon P. Blanco,2018,COG49,Transferencias al Exterior,0.00,0.00,
Othon P. Blanco,2018,COG05,"Bienes Muebles, Inmuebles e Intangibles",1991783.44,4880347.10,
Othon P. Blanco,2018,COG51,Mobiliario y Equipo de Administración,75711.82,994615.92,
Othon P. Blanco,2018,COG52,Mobiliario y Equipo Educacional y Recreativo,6476.80,4401.82,
Othon P. Blanco,2018,COG53,Equipo e Instrumental Médico y de Laboratorio,10916.42,13200.80,
Othon P. Blanco,2018,COG54,Vehículos y Equipo de Transporte,0.00,725000.00,
Othon P. Blanco,2018,COG55,Equipo de Defensa y Seguridad,0.00,143550.00,
Othon P. Blanco,2018,COG56,"Maquinaria, Otros Equipos y Herramientas",1398678.40,2198631.30,
Othon P. Blanco,2018,COG57,Activos Biológicos,0.00,0.00,
Othon P. Blanco,2018,COG58,Bienes Inmuebles,0.00,64960.00,
Othon P. Blanco,2018,COG59,Activos Intangibles,500000.00,735987.26,
Othon P. Blanco,2018,COG06,Inversión Pública                  ,172679413.00,185595606.11,
Othon P. Blanco,2018,COG61,Obra Pública en Bienes de Dominio Público,172679413.00,180314205.20,
Othon P. Blanco,2018,COG62,Obra Pública en Bienes Propios,0.00,5281400.91,
Othon P. Blanco,2018,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Othon P. Blanco,2018,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Othon P. Blanco,2018,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Othon P. Blanco,2018,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Othon P. Blanco,2018,COG73,Compra de Títulos y Valores,0.00,0.00,
Othon P. Blanco,2018,COG74,Concesión de Préstamos,0.00,0.00,
Othon P. Blanco,2018,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Othon P. Blanco,2018,COG76,Otras Inversiones Financieras,0.00,0.00,
Othon P. Blanco,2018,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Othon P. Blanco,2018,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Othon P. Blanco,2018,COG81,Participaciones,0.00,0.00,
Othon P. Blanco,2018,COG82,Aportaciones,0.00,0.00,
Othon P. Blanco,2018,COG83,Convenios,0.00,0.00,
Othon P. Blanco,2018,COG09,Deuda Pública                      ,47728881.34,41991123.25,
Othon P. Blanco,2018,COG91,Amortización de la Deuda Pública,0.00,0.00,
Othon P. Blanco,2018,COG92,Intereses de la Deuda Pública,46228881.34,41991123.25,
Othon P. Blanco,2018,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Othon P. Blanco,2018,COG94,Gastos de la Deuda Pública,1500000.00,0.00,
Othon P. Blanco,2018,COG95,Costo por Coberturas,0.00,0.00,
Othon P. Blanco,2018,COG96,Apoyos Financieros,0.00,0.00,
Othon P. Blanco,2018,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,
Othon P. Blanco,2018,COGTOT,Total del Gasto,782639579.09,868625368.23,
Pachuca de Soto,2018,COG01, Servicios Personales               ,427907268.71,421356589.77,
Pachuca de Soto,2018,COG11,Remuneraciones al Personal  de Carácter Permanente,208076426.00,206877326.01,
Pachuca de Soto,2018,COG12,Remuneraciones al Personal  de Carácter Transitorio,29677392.00,36517883.00,
Pachuca de Soto,2018,COG13,Remuneraciones Adicionales y Especiales,84198146.99,52291571.00,
Pachuca de Soto,2018,COG14,Seguridad Social,750000.00,1279189.41,
Pachuca de Soto,2018,COG15,Otras Prestaciones Sociales y Económicas,101252492.12,122689488.55,
Pachuca de Soto,2018,COG16,Previsiones,3152811.60,0.00,
Pachuca de Soto,2018,COG17,Pago de Estímulos a Servidores Públicos,800000.00,1701131.80,
Pachuca de Soto,2018,COG02,Materiales y Suministros           ,47265018.00,55059225.88,
Pachuca de Soto,2018,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",6790102.00,7609719.57,
Pachuca de Soto,2018,COG22,Alimentos y Utensilios,990140.00,1488532.55,
Pachuca de Soto,2018,COG23,Materias Primas y Materiales de Producción y Comercialización,9000.00,7084.75,
Pachuca de Soto,2018,COG24,Materiales y Artículos de Construcción y Reparación,3841699.00,5705568.94,
Pachuca de Soto,2018,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",376800.00,331887.75,
Pachuca de Soto,2018,COG26,"Combustibles, Lubricantes y Aditivos",19470760.00,26206458.84,
Pachuca de Soto,2018,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",11122055.00,7777149.63,
Pachuca de Soto,2018,COG28,Materiales y Suministros para Seguridad,710500.00,1346210.62,
Pachuca de Soto,2018,COG29,"Herramientas, Refacciones y Accesorios Menores",3953962.00,4586613.23,
Pachuca de Soto,2018,COG03,Servicios Generales                ,168375465.11,235770553.60,
Pachuca de Soto,2018,COG31,Servicios Básicos,41753771.00,58688352.39,
Pachuca de Soto,2018,COG32,Servicios de Arrendamiento,12505875.00,16224161.24,
Pachuca de Soto,2018,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",46951762.11,55783087.18,
Pachuca de Soto,2018,COG34,"Servicios Financieros, Bancarios y Comerciales",9708534.00,9975622.50,
Pachuca de Soto,2018,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",32009825.00,63513750.36,
Pachuca de Soto,2018,COG36,Servicios de Comunicación Social y Publicidad,6397738.00,6062292.83,
Pachuca de Soto,2018,COG37,Servicios de Traslados y Viáticos,478173.00,374099.82,
Pachuca de Soto,2018,COG38,Servicios Oficiales,2063213.00,2673409.12,
Pachuca de Soto,2018,COG39,Otros Servicios Generales,16506574.00,22475778.16,
Pachuca de Soto,2018,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",123252692.88,136549245.85,
Pachuca de Soto,2018,COG41,Transferencias Internas y Asignaciones del Sector Público,57504057.48,54942946.92,
